Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Gd,U,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K) ,Secondary Crystallization Peak (K), Longitudinal Annealing field, Transverse Annealing field,Ribbon Thickness (um) ,Coercivity (A/m),Curie Temperature (K),Core Loss (kW/m^3 @ 0.2T 100kHz),Electrical Resistivity (10^-6*ohm*m),Permeability @ 1kHz,Magnetostriction (10^-6),Magnetic Saturation (T),Grain Diameter (nm),Reference DOI
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,753,3600,,,,0,0,20,1.317546677,,,,,,,12.8852459,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,773,3600,,,,0,0,20,1.182674827,,,,,,,9.93442623,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,793,3600,,,,0,0,20,1.011646389,,,,,,,13.40983607,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,793,3600,,,,0,0,20,1.011646389,,,,,,,10.52459016,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,0.94107621,,,,,,,10.52459016,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,0.897422008,,,,,,,8.426229508,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,773,3600,,,,0,0,20,0.862410997,,,,,,,11.9904207,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,753,3600,,,,0,0,20,0.862410997,,,,,,,9.994852915,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,753,3600,,,,0,0,20,0.862410997,,,,,,,8.985631054,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,0.697748138,,,,,,,9.475409836,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,0.656944583,,,,,,,10.19672131,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,793,3600,,,,0,0,20,0.581146617,,,,,,,11.87032205,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,773,3600,,,,0,0,20,0.55316812,,,,,,,9.971619545,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,,,,0,0,20,0.55316812,,,,,,,8.504879008,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,813,3600,,,,0,0,20,0.535749053,,,,,,,10.98360656,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,793,3600,,,,0,0,20,0.526536608,,,,,,,10.47614112,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,833,3600,,,,0,0,20,0.526536608,,,,,,,10.23558637,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,0.486737431,,,,,,,10,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,0.47705827,,,,,,,10.11548772,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,0.47705827,,,,,,,9.490152625,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,813,3600,,,,0,0,20,0.432229382,,,,,,,10.11566644,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,833,3600,,,,0,0,20,0.416349577,,,,,,,10.78688525,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,20,0.391613038,,,,,,,9.947492583,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,20,0.354813389,,,,,,,9.778782571,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,20,0.291263266,,,,,,,9.610787433,https://doi.org/10.1016/S0304-8853(99)00196-1
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,813,3600,,,,0,0,20,,,,,,,,12.95174608,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,20,,,,,,,,10.98360656,https://doi.org/10.1016/S0304-8853(99)00196-1
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,23,3578.885767,,,,,,,,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,973,3600,,,,0,0,23,2893.18795,,,,,,,,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,923,3600,,,,0,0,23,1751.471234,,,,,,,,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,823,3600,,,,0,0,23,3.640186924,,,,,,,,https://doi.org/10.1016/S0304-8853(99)00600-9
86,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,873,3600,,,,0,0,23,3.372037723,,,,,,1.236537744,,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,23,1.636237564,,,,,,,,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,23,0.767400306,,,,,,,,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,,,0,0,23,0.684145459,,,,,,,,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,3600,,,,0,0,23,0.474527606,,,,,,,,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,23,0.324924694,,,,,,0.877016653,,https://doi.org/10.1016/S0304-8853(99)00600-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,903,3600,,,,0,0,20,,,,1.56E+00,,-4.40E-01,,16,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,903,3600,,,,0,0,,,,,1.56,,-0.44,,16,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,3600,,,,0,0,20,,,,,,4.40E+00,,12,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,3600,,,,0,0,,,,,,,4.4,,12,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,3600,,,,0,0,20,,,,1.72E+00,,1.01E+00,,12,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,3600,,,,0,0,,,,,1.72,,1.01,,12,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,,,0,0,20,,,,1.76E+00,,-3.60E-01,,12,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,,,0,0,,,,,1.76,,-0.36,,12,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,20,,,,1.96E+00,,1.68E+00,,11,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,,,,1.96,,1.68,,11,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,20,,,,1.72E+00,,4.80E-01,,11,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,,,,,1.72,,0.48,,11,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,20,,,,1.48E+00,,,,11,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,,,,1.48,,,,11,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,728,3600,,,,0,0,20,,,,1.84E+00,,2.05E+00,,,https://doi.org/10.1016/S0921-4526(01)00468-9
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,728,3600,,,,0,0,,,,,1.84,,2.05,,,https://doi.org/10.1016/S0921-4526(01)00468-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,4538.282178,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,4128.913429,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,2159.289388,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,1670.605475,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,1041.346611,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,,1013.596501,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,131.8969048,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,13.45960324,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,3.681140593,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,1.899294783,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,1.823883387,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,1.593477887,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,1.551014421,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,1.152347802,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,,1.006775298,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.993270298,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,,0.993270298,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.953832554,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,0.903673881,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.903673881,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.822159372,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,0.789515579,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.72806489,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,0.708663203,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,,0.689778538,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,7.5,0,1,9,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.689778538,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.533669923,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.459998694,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,,0.453828218,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.351119173,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,,0.302648424,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,,0.23101297,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.201829822,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.191216307,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,,0.181160919,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,,0.129251904,,,,,,,,https://doi.org/10.1016/S0921-4526(02)00715-9
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,623,3600,791,,,0,0,20,,607.5737705,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,643,3600,817,,,0,0,20,,604.0702576,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,643,3600,784,,,0,0,20,,606.1733021,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,658,3600,807,,,0,0,20,,598.9789227,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,673,3600,791,,,0,0,20,,609.7517564,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,693,3600,817,,,0,0,20,,604.8430913,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,693,3600,784,,,0,0,20,,608.7728337,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,708,3600,807,,,0,0,20,,602.9836066,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,723,3600,791,,,0,0,20,,614.9508197,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,733,3600,784,,,0,0,20,,619.1709602,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,738,3600,807,,,0,0,20,,605.6533958,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,738,3600,791,,,0,0,20,,620.7822014,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,743,3600,817,,,0,0,20,,607.0913349,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,743,3600,784,,,0,0,20,,623.7377049,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,753,3600,791,,,0,0,20,,640.0327869,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,758,3600,817,,,0,0,20,,608.3559719,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,758,3600,807,,,0,0,20,,612.0468384,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,758,3600,784,,,0,0,20,,634.0655738,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,773,3600,817,,,0,0,20,,612.2201405,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,807,,,0,0,20,,630.0327869,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,773,3600,791,,,0,0,20,,649.0257611,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,773,3600,784,,,0,0,20,,633.9953162,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,788,3600,807,,,0,0,20,,640.6416862,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,793,3600,817,,,0,0,20,,634.4918033,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,793,3600,784,,,0,0,20,,633.9250585,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,798,3600,791,,,0,0,20,,650.0093677,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,808,3600,807,,,0,0,20,,641.0632319,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,817,3600,817,,,0,0,20,,641.5175644,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,807,,,0,0,20,,642.6088993,,,,,,,https://doi.org/10.1016/S0921-5093(00)01501-X
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,835,3600,,727,797,0,0,45,,,,,25.66295979,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,507,3600,,760,829,0,0,45,,,,,266.2532079,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,450,3600,,727,797,0,0,45,,,,,977.3310522,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,504,3600,,727,797,0,0,45,,,,,2911.142002,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,593,3600,,760,829,0,0,45,,,,,5175.898204,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,592,3600,,727,797,0,0,45,,,,,6785.714286,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,660,3600,,727,797,0,0,45,,,,,9518.284859,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,657,3600,,760,829,0,0,45,,,,,10668.84089,,,,https://doi.org/10.1016/S0921-5107(01)00934-5
