Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Zn,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Ce,Pr,Gd,U,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K) ,Secondary Crystallization Peak (K), Longitudinal Annealing field, Transverse Annealing field,Ribbon Thickness (um) ,Coercivity (A/m),Curie Temperature (K),Core Loss (kW/m^3 @ 0.2T 100kHz),Electrical Resistivity (10^-6*ohm*m),Permeability @ 1kHz,Magnetostriction (10^-6),Magnetic Saturation (T),Grain Diameter (nm),Reference DOI
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,928,3600,,,,0,0,25,4644.936707,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,25,4106.876281,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,928,3600,,,,0,0,25,3922.927079,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,25,2428.806915,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,928,3600,,,,0,0,25,996.4925244,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,923,3600,,,,0,0,25,991.8449496,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,25,127.4894336,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,25,13.40232971,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,25,3.708543591,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,25,1.761637973,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,25,1.560954666,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,25,1.491752025,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,25,1.166837085,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,883,3600,,,,0,0,25,1.043560591,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,25,1.030834324,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,25,0.980647446,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,1,9,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,25,0.94431408,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,728,3600,,,,0,0,25,0.924470046,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,7.5,0,2,9,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,25,0.899700469,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,25,0.84950239,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,728,3600,,,,0,0,25,0.724293492,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,728,3600,,,,0,0,25,0.659365499,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
71.5,9.5,0,2,9,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,25,0.530088776,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,25,0.454348123,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,25,0.444236642,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,25,0.355967606,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,3600,,,,0,0,25,0.324078043,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,25,0.226014404,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,25,0.18945603,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,7,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,25,0.179081989,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,25,0.163038826,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
72.5,13.5,0,0,9,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,25,0.131136345,,,,,,,,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,785,965,0,0,25,27.01443091,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,785,965,0,0,25,4.511745962,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,748,3600,,785,965,0,0,25,2.148175488,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,848,3600,,785,965,0,0,25,1.765069051,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,785,965,0,0,25,1.450285962,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,798,3600,,785,965,0,0,25,1.045378462,,,,,,,,10.1016/0921-5093(94)90259-3
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,785,965,0,0,25,1.034032554,,,,,,,,10.1016/0921-5093(94)90259-3
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,1800,,,,0,0,20,1.196052632,,296.874236,,86518.51852,,1.25,12.5,10.1016/j.jallcom.2006.12.133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,833,1800,,,,0,0,20,0.9,,274.8184685,,94814.81481,,1.239583333,12.00961538,10.1016/j.jallcom.2006.12.133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,833,1800,,,,0,0,20,0.544736842,,197.6095301,,125629.6296,,1.288194444,9.009615385,10.1016/j.jallcom.2006.12.133
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,1.5,0,0,1.5,0,0,0,0,0,0,0,0,833,1800,,,,0,0,20,0.788157895,,234.9885091,,135111.1111,,1.260416667,11,10.1016/j.jallcom.2006.12.133
73.5,15.5,0,0,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,1,22,0.75,,338.91768,,,,1.18,,10.1016/j.pnsc.2017.09.002
73.5,15.5,0,0,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,1,18,0.72,,331.87032,,,,1.18,,10.1016/j.pnsc.2017.09.002
73.5,15.5,0,0,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,1,14,0.65,,161.36568,,,,1.18,,10.1016/j.pnsc.2017.09.002
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,923,3600,,725,845,0,0,25,1550.98549,,,1.788153296,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,848,3600,,725,845,0,0,25,14.18840908,,,1.808505256,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,598,3600,,725,845,0,0,25,7.13824024,,,2.01806585,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,873,3600,,725,845,0,0,25,7.003318332,,,1.789118875,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,499,3600,,725,845,0,0,25,5.570014857,,,2.008767731,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,548,3600,,725,845,0,0,25,5.570014857,,,1.987452911,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,423,3600,,725,845,0,0,25,4.873548629,,,2.008416858,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,448,3600,,725,845,0,0,25,4.873548629,,,1.978152072,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,648,3600,,725,845,0,0,25,4.7814323,,,1.973064422,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,698,3600,,725,845,0,0,25,4.7814323,,,1.988506888,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,773,3600,,725,845,0,0,25,4.7814323,,,1.899295535,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,523,3600,,725,845,0,0,25,4.026914194,,,1.967892454,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,623,3600,,725,845,0,0,25,3.950800344,,,2.008245502,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,673,3600,,725,845,0,0,25,3.950800344,,,1.982104147,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,748,3600,,725,845,0,0,25,3.950800344,,,1.984383457,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,799,3600,,725,845,0,0,25,3.950800344,,,1.828857217,,,,,10.1016/S0304-8853(01)00349-3
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,823,3600,,725,845,0,0,25,3.142227094,,,1.823681168,,,,,10.1016/S0304-8853(01)00349-3
73.5,15.5,0,0,3,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,1800,,830,895,0,0,20,6.366197724,,,,,,0.69,,10.1016/S0921-4526(02)01741-6
73.5,15.5,0,0,6,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,1800,,824,963,0,0,20,3.183098862,,,,,,0.93,,10.1016/S0921-4526(02)01741-6
73.5,15.5,0,0,5,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,1800,,823,924,0,0,20,3.023943919,,,,,,0.78,,10.1016/S0921-4526(02)01741-6
73.5,15.5,0,0,4,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,1800,,823,916,0,0,20,2.785211504,,,,,,0.67,,10.1016/S0921-4526(02)01741-6
73.5,15.5,0,0,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,813,1800,,824,999,0,0,20,1.591549431,,,,,,1.01,,10.1016/S0921-4526(02)01741-6
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,1800,,,,0,0,21,,,,,,3.423397652,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,21,,,,,,3.118415508,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,573,3600,,,,0,0,21,,,,,,26.8154547,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,623,3600,,,,0,0,21,,,,,,24.74472382,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,673,3600,,,,0,0,21,,,,,,24.91862727,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,693,3600,,,,0,0,21,,,,,,24.15221698,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,713,3600,,,,0,0,21,,,,,,23.9277446,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,21,,,,,,25.78971079,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,733,3600,,,,0,0,21,,,,,,25.94804079,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,3600,,,,0,0,21,,,,,,24.90690244,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,753,3600,,,,0,0,21,,,,,,22.00769125,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,763,3600,,,,0,0,21,,,,,,18.83710835,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,21,,,,,,12.29903695,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,21,,,,,,7.158279284,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,793,3600,,,,0,0,21,,,,,,7.042283986,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,21,,,,,,3.066849451,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,873,3600,,,,0,0,21,,,,,,2.196123943,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,12000,,,,0,0,21,,,,,,2.46061993,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,18000,,,,0,0,21,,,,,,2.133260125,,,10.1016/S0921-5093(97)80078-0
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,54000,,,,0,0,21,,,,,,2.131260747,,,10.1016/S0921-5093(97)80078-0
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,600,,,,0,0,20,10.63843937,,,,16000,3,1.94,17,10.1063/1.3058624
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,600,,,,0,0,20,6.557639363,,,,25000,2,1.88,10,10.1063/1.3058624
83.3,4,0,0,12,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,,,0,0,20,1856.981535,,,,,,,,10.1063/1.3058624
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,600,,,,0,0,20,1115.224953,,,,,,,,10.1063/1.3058624
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,600,,,,0,0,20,997.3678874,,,,,,,,10.1063/1.3058624
83.3,4,0,0,12,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,600,,,,0,0,20,697.7215986,,,,,,,,10.1063/1.3058624
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,,,0,0,20,131.2040728,,,,,,,,10.1063/1.3058624
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,600,,,,0,0,20,114.3310457,,,,,,,,10.1063/1.3058624
83.3,4,0,0,12,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,600,,,,0,0,20,94.5578241,,,,,,,,10.1063/1.3058624
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,,,0,0,20,72.32856115,,,,,,,,10.1063/1.3058624
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,600,,,,0,0,20,29.71725196,,,,,,,,10.1063/1.3058624
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,600,,,,0,0,20,9.766168401,,,,,,,,10.1063/1.3058624
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,600,,,,0,0,20,7.987737938,,,,,,,,10.1063/1.3058624
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,763,3600,,,,0,0,17.5,1.5,,1231,,1.00E+04,,1.28,,10.1063/1.342149
74,13.5,0,0,9,0,0,0,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,843,3600,,,,0,0,17.5,0.9788,,305.57,,5.32E+04,,1.2553,,10.1063/1.342149
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,17.5,1.1,833,280,,75000,,1.18,,10.1063/1.342149
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,853,3600,,,,0,0,17.5,0.5551,843,280,,1.00E+05,,1.2401,,10.1063/1.342149
73,13.5,0,0,9,0,0,0,1.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,833,3600,,,,0,0,17.5,0.6899,,314.68,,1.03E+05,,1.225,,10.1063/1.342149
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,723,3600,,,,0,0,17.5,,,,,,20.23809524,,,10.1063/1.342149
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,743,3600,,,,0,0,17.5,,,,,,18.52380952,,,10.1063/1.342149
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,773,3600,,,,0,0,17.5,,,,,,3.857142857,,,10.1063/1.342149
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,823,3600,,,,0,0,17.5,,,,,,2.80952381,,,10.1063/1.342149
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,843,3600,,,,0,0,17.5,,,,,,2.111111111,,,10.1063/1.342149
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,565,3600,,769,905,0,0,20,0.996128909,,,,,2,1.247222601,,10.1063/1.352574
73.5,13.5,0,0.1,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,565,3600,,773,917,0,0,20,0.860179103,,,,,,1.116364133,,10.1063/1.352574
73.5,13.5,0,0.5,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,565,3600,,756,913,0,0,20,0.773290115,,,,,,1.109703835,,10.1063/1.352574
73.5,13.5,0,1,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,565,3600,,760,916,0,0,20,0.737777957,,,,,5,1.076620718,,10.1063/1.352574
86,1,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,600,,,,0,0,20,2.8,1006,,0.67,24000,2.4,1.85,19,10.1063/1.3535169
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,600,,,,0,0,20,5.950625667,1001,892.6634,0.736,27000,2.3,1.812790408,16,10.1063/1.3535169
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,,,0,0,20,6018.868693,,,,,,,,10.1063/1.3535169
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,600,,,,0,0,20,4844.456621,,,,,,,,10.1063/1.3535169
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,,,0,0,20,4645.800619,,,,,,,,10.1063/1.3535169
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,,,0,0,20,4588.342839,,,,,,,,10.1063/1.3535169
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,600,,,,0,0,20,4126.457462,,,,,,,,10.1063/1.3535169
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,600,,,,0,0,20,4056.309302,,,,,,,,10.1063/1.3535169
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,600,,,,0,0,20,3702.152834,,,,,,,,10.1063/1.3535169
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,600,,,,0,0,20,2022.787164,,,,,,,,10.1063/1.3535169
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,600,,,,0,0,20,1997.988396,,,,,,,,10.1063/1.3535169
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,600,,,,0,0,20,1706.243547,,,,,,,,10.1063/1.3535169
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,600,,,,0,0,20,898.2923589,,,,,,,,10.1063/1.3535169
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,600,,,,0,0,20,796.0446884,,,,,,,,10.1063/1.3535169
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,600,,,,0,0,20,784.3536845,,,,,,,,10.1063/1.3535169
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,600,,,,0,0,20,778.5585418,,,,,,,,10.1063/1.3535169
