kNN,Linear Regression,Neural Network,Random Forest,SVM,Tree,Magnetostriction,Composition ID,Reference DOI
0.217908128,-0.778029677,0.921223766,0.351703881,-1.500634884,0.585041062,0.6,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
1.249366797,-0.045607531,1.630194376,0.798267466,-0.732579423,0.585041062,0.665438637,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
-1.15,-4.63911596,0.778425396,-1.819300991,-3.178843128,-1.55,-2,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
-0.132091872,-2.233116362,0.85898444,-1.312810235,-2.131164719,-0.75,-1,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
0.438579323,-2.008632136,1.285960711,0.728740111,-2.681998937,0.585041062,0.371632512,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
0.026018881,-4.364261662,0.855940057,0.283976377,-5.021302353,0.585041062,0.345613631,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
-1.15,-2.45797751,1.117561034,-1.126921532,-1.012821446,-1.55,-1.1,1000100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
-0.008640341,-0.051977912,1.262355018,-0.903730531,0.034856963,-0.75,-0.5,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
0.641359659,1.403108773,1.342131227,1.24557672,0.665386798,2.126441016,0.8,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
0.991359659,2.378234326,1.383406898,1.560245691,1.08658831,2.9,1.6,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
3.6,4.834860352,1.486189686,4.228134755,2.142741045,2.9,4.2,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
4.15,7.320376459,1.590344344,8.464852883,3.203729672,14.05,7.6,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
9.025,12.38963495,1.857215156,9.301296296,5.342148961,14.05,20.5,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
0.867908128,0.197095875,0.96260125,0.706186601,-1.079433372,0.585041062,0.9,1100100001,https://www.jstage.jst.go.jp/article/matertrans1989/36/5/36_5_689/_article/-char/ja/
