kNN,Linear Regression,Tree,Neural Network,Random Forest,SVM,LogPermeability,Composition ID,Reference DOI
continuous,continuous,continuous,continuous,continuous,continuous,continuous,string,string
,,,,,,class,meta,meta
11.0642230599,9.97611180716,10.547386448,10.6294537326,11.1707126956,9.95386037266,10.9313196591,1100100011,10.1109/TJMJ.1990.4564397
10.2125153685,9.82007458312,10.547386448,9.9380979531,10.9863441806,9.9306732417,10.9767820332,1100100011,10.1109/TJMJ.1990.4564397
11.0642230599,9.94759957565,10.547386448,11.2072403368,11.27734783,9.95366478645,11.1079602319,1100100011,10.1109/TJMJ.1990.4564397
11.0642230599,9.95606414438,10.547386448,11.0225945118,11.1707126956,9.95372285111,11.1533892888,1100100011,10.1109/TJMJ.1990.4564397
11.352312172,10.2111141294,10.547386448,11.2952309437,11.2683478095,9.99970594061,11.3433226806,1100100011,10.1109/TJMJ.1990.4564397
11.352312172,10.2267067561,10.547386448,11.1592113086,11.2670051625,9.99981290181,11.3468708806,1100100011,10.1109/TJMJ.1990.4564397
10.0464178637,10.5563794328,10.547386448,12.3128019527,11.2887161864,10.0020743674,11.3539297335,1100100011,10.1109/TJMJ.1990.4564397
11.3488217387,10.2712571178,10.547386448,11.2214283269,11.2887161864,10.0001185053,11.3562716549,1100100011,10.1109/TJMJ.1990.4564397
11.352312172,10.2026495607,10.547386448,11.36002133,11.3444852158,9.99964787595,11.3667429548,1100100011,10.1109/TJMJ.1990.4564397
10.7044448723,10.9127823267,10.547386448,10.8246579936,11.2887161864,10.004519195,11.3667429548,1100100011,10.1109/TJMJ.1990.4564397
10.1643311331,8.97425498914,10.1447006272,9.91637366708,9.30084457892,8.82966165337,10.0858091093,1100110010,10.1109/TMAG.2011.2175210
10.1643311331,8.98770708373,10.1447006272,9.80756071309,9.30084457892,8.85169370381,10.203592145,1100110010,10.1109/TMAG.2011.2175210
11.133413382,9.99591485647,10.6555262509,11.1645142867,11.373244935,10.0043846203,11.9183905731,1100100011,10.1109/TMAG.2011.2175210
7.17091362038,9.75259949979,4.29973994203,8.91040796984,6.92402287983,9.96709104698,2.99573227355,1100100011,10.1557/PROC-232-183
4.29973994203,9.71561725195,4.29973994203,7.98797571298,4.89635831738,9.960423499,4.60517018599,1100100011,10.1557/PROC-232-183
7.21050813237,9.70460218337,5.53845061936,8.76957209158,5.48269959243,9.95990560345,5.29831736655,1100100011,10.1557/PROC-232-183
8.31425784737,9.78155723491,4.29973994203,7.5630815357,5.60240708182,9.96728968922,5.29831736655,1100100011,10.1557/PROC-232-183
7.21050813237,9.70581617237,8.16660351529,8.99104089338,6.6452618732,9.96035626624,5.99146454711,1100100011,10.1557/PROC-232-183
10.053654105,9.73903393136,8.95597469178,9.72425912272,7.85907306983,9.96611332053,7.48211892355,1100100011,10.1557/PROC-232-183
8.31425784737,9.82108998259,9.82222808779,8.46826920655,10.052248357,9.9744170681,8.51719319142,1100100011,10.1557/PROC-232-183
8.98919634536,8.43018185532,8.84948987799,7.4848751087,7.47141446916,8.32650747808,8.68101127665,1100100001,10.1557/PROC-232-183
8.98919634536,8.44293435457,8.84948987799,7.8601976905,8.04080220468,8.32880663256,9.01796847933,1100100001,10.1557/PROC-232-183
9.58147449669,9.86522241304,9.70755814985,10.8269198903,9.41241001746,9.98909569718,9.10497985632,1100100011,10.1557/PROC-232-183
9.66297200084,10.0612994836,9.43192294066,10.1860975133,9.52811315778,10.0014991118,9.10497985632,1100100011,10.1557/PROC-232-183
9.21222669126,8.45568685382,9.30935579723,8.23552027231,9.24219820051,8.33110578703,9.2686092801,1100100001,10.1557/PROC-232-183
9.48942288015,9.91328099038,9.64325975975,10.3914532843,9.60170272382,9.99606039336,9.30565055178,1100100011,10.1557/PROC-232-183
9.33712450774,8.46843935308,9.30935579723,8.60769306036,9.24219820051,8.33340494151,9.35010231435,1100100001,10.1557/PROC-232-183
9.44384701694,8.48119185233,9.39725970281,8.86458596724,9.2108730781,8.33570409598,9.39266192877,1100100001,10.1557/PROC-232-183
9.29676790462,10.2204555673,10.6555262509,9.62093325402,9.52811315778,10.0070142311,9.39266192877,1100100011,10.1557/PROC-232-183
9.29676790462,10.1949505688,9.43192294066,9.10432918099,9.52811315778,10.0024159222,9.39266192877,1100100011,10.1557/PROC-232-183
9.55019673242,9.90481642165,9.64325975975,10.6248126061,9.60506387214,9.9960023287,9.5468126086,1100100011,10.1557/PROC-232-183
9.39725970281,8.49394435158,9.39725970281,9.04565238168,9.34211648373,8.33800325046,9.5887768077,1100100001,10.1557/PROC-232-183
9.57319435625,9.94133648873,9.64325975975,10.5367331464,9.53577167278,10.0011185332,9.61580548008,1100100011,10.1557/PROC-232-183
9.58147449669,9.86655892389,9.70755814985,10.7812686047,9.75330574924,9.98910486528,9.74096862304,1100100011,10.1557/PROC-232-183
10.0187554072,9.96774372401,9.64325975975,10.4499714878,9.56506095165,10.0008573446,9.74096862304,1100100011,10.1557/PROC-232-183
9.65358170852,9.93032142016,9.64325975975,10.7074689737,9.56679619411,10.0006006377,9.79812703688,1100100011,10.1557/PROC-232-183
9.66297200084,10.0357944851,9.43192294066,9.71819080323,9.59404420882,9.99690080287,9.79812703688,1100100011,10.1557/PROC-232-183
10.3315211826,9.33519465186,10.0373523311,10.7899057171,10.5123104442,9.46378986386,9.81109810324,1100100011,10.1557/PROC-232-183
10.0187554072,9.9422387255,9.64325975975,10.4181012496,9.63099200269,9.99625903561,9.85219425815,1100100011,10.1557/PROC-232-183
9.58147449669,9.86655892389,9.70755814985,10.7812686047,9.75330574924,9.98910486528,9.89847501071,1100100011,10.1557/PROC-232-183
9.66297200084,9.99753698737,9.70755814985,9.0304893401,9.97771131231,9.99000333944,10.0858091093,1100100011,10.1557/PROC-232-183
10.3315211826,9.32244215261,10.0373523311,10.8724134046,10.6430498225,9.46149070938,10.2636065589,1100100011,10.1557/PROC-232-183
11.0371582018,9.75178643061,9.70055249848,10.077881149,10.5879125735,9.968412475,10.3405159251,1100100011,10.1557/PROC-232-183
7.21050813237,9.70215191348,8.16660351529,9.04831115689,9.53129304426,9.95988879526,10.3417424835,1100100011,10.1557/PROC-232-183
10.4606453203,9.89760497811,10.7648708514,10.2078954752,10.2563895285,9.98821199495,10.4631033405,1100100011,10.1557/PROC-232-183
10.758998244,10.4679820502,11.127775275,11.5424076126,11.0649676874,10.7035117028,10.5464723779,1100100011,10.1557/PROC-232-183
10.9070342764,9.82696491528,11.127775275,11.000544366,11.1665244219,9.98219823375,10.6213273457,1100100011,10.1557/PROC-232-183
11.1513793383,9.83676599486,11.127775275,10.6650963365,11.1613273728,9.98226546651,10.7579028807,1100100011,10.1557/PROC-232-183
10.9602709799,9.84105392538,11.127775275,10.896794026,11.0649676874,9.98450655633,10.7810374561,1100100011,10.1557/PROC-232-183
10.8712178605,9.25867965634,10.9417093068,10.7300788521,10.9600109016,9.44999493701,10.8091621319,1100100011,10.1557/PROC-232-183
10.758998244,10.455229551,11.127775275,11.5102876271,11.0876724155,10.7012125484,10.8616301484,1100100011,10.1557/PROC-232-183
11.0485822612,10.4424770517,11.127775275,11.4694112499,11.1981651335,10.6989133939,10.8688922057,1100100011,10.1557/PROC-232-183
10.7297251427,9.30968965336,10.9417093068,10.9595081945,10.9720930725,9.45919155491,10.9198588858,1100100011,10.1557/PROC-232-183
10.936733811,9.28418465485,10.9417093068,10.9701141821,10.9720930725,9.45459324596,10.9226777742,1100100011,10.1557/PROC-232-183
10.9070342764,9.82830142613,11.127775275,10.9548014529,11.0876724155,9.98220740185,10.9681982895,1100100011,10.1557/PROC-232-183
10.9494155478,9.2969371541,10.9417093068,11.0341221706,10.9720930725,9.45689240043,11.0057099835,1100100011,10.1557/PROC-232-183
10.053654105,9.74413493106,8.95597469178,9.86570793323,10.2795348187,9.96703298232,11.034889664,1100100011,10.1557/PROC-232-183
10.885668229,9.86572372998,10.7648708514,9.51259879752,10.4692250614,9.98246410876,11.0666383623,1100100011,10.1557/PROC-232-183
11.5592673902,9.77506391103,11.4569068625,11.0365199287,11.3092498818,9.97299550378,11.097410021,1100100011,10.1557/PROC-232-183
10.2370315126,9.84021873147,9.82222808779,8.91648818636,10.2689780267,9.97786579981,11.1272629842,1100100011,10.1557/PROC-232-183
10.9070342764,9.82830142613,11.127775275,10.9548014529,11.0876724155,9.98220740185,11.131577194,1100100011,10.1557/PROC-232-183
11.4363172575,10.404219554,11.4569068625,11.3396742543,11.1981651335,10.6920159305,11.1751283511,1100100011,10.1557/PROC-232-183
11.4876582272,9.74955891252,11.4876582272,10.3292758762,11.0771319536,9.96839719483,11.184421398,1100100011,10.1557/PROC-232-183
11.5582815224,9.79213224747,11.4569068625,10.0066362513,11.1908408703,9.97421842585,11.2515607008,1100100011,10.1557/PROC-232-183
11.3508311651,9.81554892688,11.127775275,11.0128088798,11.1981651335,9.97990824738,11.2776587239,1100100011,10.1557/PROC-232-183
11.3631030992,9.80145991677,11.127775275,11.1165592198,11.3471117158,9.9775999248,11.3144745262,1100100011,10.1557/PROC-232-183
10.9704060556,9.80279642762,11.127775275,11.0708163067,11.1981651335,9.9776090929,11.3237847102,1100100011,10.1557/PROC-232-183
11.2918185964,10.4297245525,11.127775275,11.4285348727,11.1981651335,10.6966142394,11.4152244293,1100100011,10.1557/PROC-232-183
10.9704060556,9.80279642762,11.127775275,11.0708163067,11.1981651335,9.9776090929,11.4510500613,1100100011,10.1557/PROC-232-183
11.4876582272,9.74933616071,11.4876582272,10.3544153489,11.0771319536,9.96839566681,11.5424842672,1100100011,10.1557/PROC-232-183
11.7585463905,9.77729142912,11.4569068625,10.7851252015,11.1981651335,9.97301078395,11.5546430583,1100100011,10.1557/PROC-232-183
11.7650745392,9.79004392837,11.4569068625,11.0849382109,11.1981651335,9.97530993843,11.5742275043,1100100011,10.1557/PROC-232-183
11.4363172575,10.4118710535,11.4569068625,11.3713079446,11.1981651335,10.6933954231,11.5913391542,1100100011,10.1557/PROC-232-183
11.4259821842,9.73935691312,11.6215284443,10.0463782552,10.6424719496,9.96655787125,11.5991031612,1100100011,10.1557/PROC-232-183
11.4259821842,9.74024792035,11.6215284443,9.9458203643,10.4842083351,9.96656398332,11.6439537274,1100100011,10.1557/PROC-232-183
11.1817447622,9.76453892986,11.4569068625,10.4315031753,11.1981651335,9.97071162948,11.6500753031,1100100011,10.1557/PROC-232-183
11.7585463905,9.78366767874,11.4569068625,10.9619362147,11.1981651335,9.97416036119,11.6952470218,1100100011,10.1557/PROC-232-183
11.2458334754,9.81126099635,11.127775275,10.5334366385,11.1908408703,9.97766715756,11.7280368446,1100100011,10.1557/PROC-232-183
11.4876582272,9.75000441614,11.4876582272,10.2789969308,11.1149937877,9.96840025087,11.7360690163,1100100011,10.1557/PROC-232-183
11.6061353781,9.78233116789,11.4569068625,11.112773051,11.3471117158,9.97415119309,12.0257490914,1100100011,10.1557/PROC-232-183
5.63179588103,8.74268389952,10.547386448,5.81305072151,6.91183086642,8.7873957261,4.99527526384,1100100011,10.2320/matertrans1989.30.947
7.06608751462,8.86814621469,10.547386448,7.5874346238,7.72968532045,8.90645996131,7.17333268347,1100100011,10.2320/matertrans1989.30.947
5.40704910115,8.30652617549,10.547386448,6.19124402766,8.8016715842,8.32317122373,8.79913278737,1100100011,10.2320/matertrans1989.30.947
7.83707057056,8.70779218741,8.03760262911,7.11075838709,5.52718913664,8.91453084931,4.47265655253,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
5.90632812674,9.27782890403,5.90632812674,5.06959556703,7.42850441033,9.01730305434,4.9723863621,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.10977527037,9.59003675418,5.80045764793,6.44282701215,7.14582509836,9.92141314538,5.46754901475,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.28007756904,9.75363566516,5.80045764793,7.31858545956,6.78868641216,10.1068015699,6.1333662811,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
7.38482179206,9.1503039115,5.90632812674,7.44969855124,8.06086497691,8.99431150959,6.28505541532,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
5.90632812674,9.21406640777,5.90632812674,6.31287750749,7.66113261751,9.00580728196,6.4615426028,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.4553197543,10.2637356353,8.72024640857,8.28487809481,8.82897724512,10.1987677489,8.06654843487,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.03394089374,9.97261173178,8.72024640857,9.15088876326,8.96217300266,9.99038777963,8.23275628053,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.4553197543,10.199973139,8.72024640857,8.61774926421,8.82897724512,10.1872719766,8.52991801673,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.62467866838,10.1001367243,8.72024640857,8.50690418779,8.90658784792,10.0133793244,8.67570087644,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.7520441722,10.1362106428,8.72024640857,8.69646783209,8.88456239986,10.1757762042,8.7694928113,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.01949495499,10.0724481465,9.49206123471,9.24268412897,9.02423642845,10.1642804318,8.95672168857,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.62467866838,10.036374228,8.72024640857,8.8767683411,8.90658784792,10.001883552,8.96557884817,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.10977527037,9.65379925044,9.49206123471,8.04522111609,8.92173187878,9.93290891775,9.30565055178,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.28007756904,9.81739816142,9.49206123471,8.77300105909,8.84412127597,10.1182973423,9.30565055178,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.21348313391,10.0086856502,9.49206123471,9.5593070073,9.1964816028,10.1527846594,9.33227036511,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.36164786247,9.94492315396,9.49206123471,9.69771043106,9.2053125564,10.1412888871,9.35145734805,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.35277459136,9.88116065769,9.49206123471,9.56162643176,9.25228308383,10.1297931147,9.40121587424,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.39229939435,9.08654141523,9.49206123471,8.33951860964,8.92399350875,8.98281573721,9.40786735807,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
7.83707057056,8.7677289339,8.03760262911,7.93459625068,8.29175133895,8.92533687534,9.47270463644,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.52406225632,9.02277891897,9.49206123471,9.13648208611,8.97392267205,8.97131996484,9.48397540968,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.5232047873,9.71756174671,9.49206123471,9.36120047016,9.32989368664,9.94440469013,9.55612624458,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.53488501763,8.83149143017,9.49206123471,8.76013151935,9.39000276222,8.93683264771,9.56585052271,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.60409813922,8.89525392643,9.49206123471,9.5559446501,9.32102044919,8.94832842009,9.56609989374,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.57680643488,8.9590164227,9.49206123471,9.65662813746,9.18931817618,8.95982419246,9.68034400122,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.70036595403,9.78132424298,9.49206123471,10.1578217753,9.28292315921,9.9559004625,9.70783756553,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.81615305668,9.84508673924,9.49206123471,10.0641072525,9.27409220561,9.96739623488,9.83713405199,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
9.32445929502,9.90884923551,9.49206123471,9.41527309703,9.10184703126,9.97889200725,9.90348755254,1000100011,http://iopscience.iop.org/article/10.1143/JJAP.30.L1729/meta
8.3248224296,8.87034768989,8.21518047345,7.22169928265,8.24472538557,8.82919910237,7.40500922272,1110010110,https://aip.scitation.org/doi/abs/10.1063/1.350008
11.372757675,9.795767915,11.127775275,10.5861624148,11.1894079026,10.0168040886,11.4316625009,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
11.4849376162,9.85587022527,11.127775275,11.1000792684,11.1894079026,10.0984153605,11.4516631676,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
11.4849376162,9.91597253554,11.127775275,11.6207701204,11.1894079026,10.1800266325,11.5714871802,1101100011,https://doi.org/10.1016/S0304-8853(00)00132-3
11.3996319733,9.71016060622,11.127775275,10.229223075,11.2402759519,9.93059450765,11.6896883635,1100100011,https://doi.org/10.1016/S0304-8853(00)00132-3
7.65752320567,7.41530523232,8.64353075585,7.85847222445,7.83516500839,8.16193461262,3.24504869899,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
7.80376621341,8.18096101122,8.64353075585,6.62514445533,8.19964378433,8.61868562508,5.5844477654,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
7.89456700168,7.90627645357,8.64353075585,6.55337442816,8.35477757605,8.25045205991,6.8848254403,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
7.89456700168,7.83741295761,8.64353075585,7.56500921422,8.49245666164,8.23803662574,7.97630072373,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
7.80376621341,8.07128951764,8.64353075585,8.41258874905,8.76848722174,8.59891289659,8.55176816906,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
8.65328183814,7.72519096418,8.64353075585,8.84358499516,8.76018989751,8.21780406636,8.82257484101,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
9.26661856626,7.63847396925,8.64353075585,8.97602727798,8.91712169319,8.20216981593,9.16096994968,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
9.2500194112,7.98967352242,8.64353075585,9.54518398863,8.92541901743,8.58419830795,9.27508270578,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
7.65752320567,7.51094897672,8.64353075585,8.50821928594,9.28648186079,8.17917827118,9.81631090807,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
7.65752320567,7.46248947956,8.64353075585,8.17861012392,9.29531281439,8.17044148418,9.91121000996,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
10.1444878403,7.85449703033,8.64353075585,9.74536021198,9.33185079427,8.55982727052,9.92320735876,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
10.1444878403,7.81113853287,8.64353075585,9.80956767985,9.475643003,8.5520101453,10.1665219551,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
10.2918490372,7.76778003541,8.64353075585,9.87464979416,8.42400406714,8.54419302009,10.3437342071,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
10.2918490372,7.72569678788,8.64353075585,9.90439706626,8.42400406714,8.53660581032,10.3652909494,1000100001,https://doi.org/10.1016/S0921-5107(01)00934-5
8.87701990211,9.32726503291,7.55208490747,8.92426701336,9.06710823496,9.30272179099,5.96857072735,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.43153481688,7.92243498871,8.64353075585,8.27845259901,8.88679316401,7.8137399753,6.0999067294,1000100000,https://doi.org/10.1016/S0928-4931(02)00234-5
8.15443928039,8.98111564773,5.47137929822,7.93726372952,9.34670594636,9.07780865913,6.21597890064,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.15443928039,9.01299689587,9.12366947026,8.53248472954,9.29222518999,9.08355654532,8.35038848331,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.70107540637,8.30500996631,8.64353075585,8.97186880167,8.88679316401,7.88271460955,8.60134268104,1000100000,https://doi.org/10.1016/S0928-4931(02)00234-5
8.74784501605,9.45933436973,8.74784501605,8.77837921323,9.01591538916,9.16402695194,8.72457532139,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.9574090774,8.17748497378,8.64353075585,8.92396100751,8.88679316401,7.8597230648,8.72457532139,1000100000,https://doi.org/10.1016/S0928-4931(02)00234-5
8.81883018721,8.24124747004,8.64353075585,8.85447243062,8.88679316401,7.87121883717,8.74225533993,1000100000,https://doi.org/10.1016/S0928-4931(02)00234-5
8.797561527,9.4274531216,8.74784501605,8.74816662594,9.01591538916,9.15827906575,8.74225533993,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.82100264875,9.36706361987,8.77223668199,8.89313294499,8.93893614282,8.99193258967,8.75097949567,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.70107540637,8.27312871818,8.64353075585,8.89975984948,8.88679316401,7.87696672336,8.75962819815,1000100000,https://doi.org/10.1016/S0928-4931(02)00234-5
8.74784501605,9.49121561787,8.74784501605,8.8210438205,9.01591538916,9.16977483813,8.77670438683,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.88335139631,9.2076573792,8.90990812954,8.95094948566,8.9513751464,8.96319315873,8.77670438683,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.82100264875,9.33518237173,8.77223668199,8.82750749364,8.93893614282,8.98618470348,8.79349386831,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.93365112454,9.3318093772,8.90568713727,9.03078031302,9.03573126985,9.14103540719,8.8017840713,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
9.00422673042,8.11372247751,8.64353075585,9.02492643055,8.88679316401,7.84822729242,8.85796735091,1000100000,https://doi.org/10.1016/S0928-4931(02)00234-5
8.93369402891,9.04825113853,8.90990812954,9.3571582333,8.95893003054,8.93445372779,8.85796735091,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.90337681017,9.27141987547,8.90990812954,8.91733715912,8.9513751464,8.97468893111,8.86574192853,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.93705479711,9.14389488293,8.90990812954,9.01049580192,8.95893003054,8.95169738636,8.88111206781,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
8.90721195328,9.08013238667,8.90990812954,9.2282564836,8.95893003054,8.94020161398,8.88111206781,1000100001,https://doi.org/10.1016/S0928-4931(02)00234-5
